product_id,product_name,category,sub_category,brand,supplier_name,unit_cost,selling_price,weight_kg,fragile,perishable,reorder_level,lead_time_days,product_rating
PROD717,Polo Shirt Lite,Clothing,Men's Wear,Levi's,Global Supply House,370,500,0.21,No,No,50,4,4.7
PROD718,Novel Bestseller Ultra,Books & Stationery,Books,Pearson,Agarwal Traders,370,480,0.4,No,No,250,5,3.7
PROD719,Smartphone 5G Ultra,Electronics,Mobile Phones,Apple,Desi Distributors,22540,27210,0.24,Yes,No,250,4,4.1
PROD720,Frying Pan Stainless Steel Mini,Home & Kitchen,Cookware,Vinod,Star Enterprises,790,1030,0.87,No,No,50,7,4.8
PROD721,Wireless Mouse Deluxe,Electronics,Computer Accessories,Logitech,Metro Suppliers,790,1000,0.11,Yes,No,300,4,3.8
PROD722,Feeding Bottle Set 2s Deluxe,Baby & Kids,Baby Care,MamyPoko,Gupta & Sons,370,490,0.34,Yes,No,50,6,4.2
PROD723,Diapers Pack L 64s Basic,Baby & Kids,Baby Care,Chicco,Indian Traders Co,720,900,1.25,No,No,250,5,4.7
PROD724,Laptop Stand Elite,Electronics,Computer Accessories,HyperX,Singh Supply Chain,2040,2640,0.73,No,No,50,10,3.6
PROD725,2-in-1 Laptop XL,Electronics,Laptops,Acer,Indian Traders Co,96630,113210,1.52,Yes,No,100,4,4.6
PROD726,Jacket V2,Clothing,Winter Wear,Wildcraft,Kumar Industries,4510,6070,0.79,No,No,50,10,3.9
PROD727,Face Serum 30ml Elite,Health & Beauty,Skincare,Neutrogena,Mehra Logistics,720,990,0.1,Yes,No,150,9,4.1
PROD728,Biography V2,Books & Stationery,Books,Penguin,Prime Wholesale,550,720,0.38,No,No,200,10,3.5
PROD729,Red Chilli Powder 200g XL,Grocery,Spices & Masala,Catch,Sharma Enterprises,70,90,0.25,No,No,150,8,4.5
PROD730,Running Shoes Elite,Clothing,Footwear,Skechers,Jayshree Enterprises,2340,3020,1.04,No,No,100,8,5.0
PROD731,Cold Drink 2L Deluxe,Grocery,Snacks & Beverages,Lay's,Desi Distributors,130,170,2.1,No,Yes,250,2,3.9
PROD732,Stuffed Teddy Bear 3ft Basic,Baby & Kids,Toys,Toyshine,Desi Distributors,530,670,1.61,No,No,300,7,3.3
PROD733,Monitor Arm Classic,Electronics,Computer Accessories,Zebronics,Royal Trading,4530,5680,2.27,No,No,50,8,3.5
PROD734,Whey Protein 2kg XL,Health & Beauty,Health Supplements,Dabur,Gupta & Sons,2910,3740,2.76,No,Yes,200,2,3.9
PROD735,Baby Lotion 200ml V2,Baby & Kids,Baby Care,Chicco,Mehra Logistics,240,290,0.26,No,No,150,8,3.9
PROD736,Bookshelf 4-Tier Mini,Furniture,Living Room,Urban Ladder,Singh Supply Chain,1190,1500,16.74,No,No,200,6,4.4
PROD737,Table Tennis Set Classic,Sports & Fitness,Sports Gear,Cosco,Mehra Logistics,610,840,0.6,No,No,250,7,5.0
PROD738,Jigsaw Puzzle 500pc XL,Baby & Kids,Toys,Toyshine,Star Enterprises,460,620,0.72,No,No,100,6,4.7
PROD739,Tail Light LED Basic,Automotive,Bike Accessories,Steelbird,Singh Supply Chain,480,640,0.11,Yes,No,300,5,3.6
PROD740,Basketball Size 7 Lite,Sports & Fitness,Sports Gear,Cosco,Heritage Trading,1070,1400,0.5,No,No,200,5,4.3
PROD741,Neckband Earphones Mini,Electronics,Audio Devices,Skullcandy,Indian Traders Co,1810,2500,0.05,No,No,200,7,4.6
PROD742,Queen Bed Frame Mini,Furniture,Bedroom,Wakefit,Global Supply House,9430,11760,40.88,No,No,150,9,4.1
PROD743,Hoodie Gold,Clothing,Men's Wear,Peter England,Prime Wholesale,2750,3680,0.68,No,No,200,10,3.3
PROD744,Polo Shirt Max,Clothing,Men's Wear,H&M,Lakshmi Supply Co,640,820,0.33,No,No,250,5,3.8
PROD745,Biography V2,Books & Stationery,Books,Pearson,Kumar Industries,560,690,0.38,No,No,75,9,3.7
PROD746,Stapler Medium Mini,Books & Stationery,Office Stationery,Faber-Castell,Gupta & Sons,30,40,0.16,No,No,75,9,4.3
PROD747,Seat Cover Set Leatherette XL,Automotive,Car Accessories,3M,Naveen Enterprises,3120,4090,5.51,No,No,50,9,4.6
PROD748,Potato Chips 100g Deluxe,Grocery,Snacks & Beverages,Tropicana,Bharat Supply Co,20,30,0.1,No,Yes,50,2,4.8
PROD749,Scientific Calculator V2,Books & Stationery,Office Stationery,Cello,Heritage Trading,510,620,0.15,Yes,No,300,9,3.9
PROD750,Dumbbell Set 10kg Mini,Sports & Fitness,Gym Equipment,Lifelong,Indian Traders Co,1570,1920,8.0,No,No,150,5,3.8
PROD751,Saree XL,Clothing,Women's Wear,Zara,Metro Suppliers,5400,7010,0.86,No,No,150,5,4.6
PROD752,Cookbook Hardcover Max,Books & Stationery,Books,Penguin,Kumar Industries,340,420,1.09,No,No,150,5,3.5
PROD753,Mechanical Keyboard V2,Electronics,Computer Accessories,Zebronics,Agarwal Traders,2450,3320,1.08,Yes,No,300,5,4.7
PROD754,Queen Bed Frame Elite,Furniture,Bedroom,Godrej,Excel Distributors,17220,22640,51.1,No,No,150,7,4.8
PROD755,Novel Bestseller Lite,Books & Stationery,Books,HarperCollins,Agarwal Traders,190,240,0.26,No,No,75,8,3.8
PROD756,Mechanical Keyboard V2,Electronics,Computer Accessories,Zebronics,Sharma Enterprises,2350,3190,1.08,Yes,No,200,4,4.7
PROD757,Hair Dryer 1400W Basic,Health & Beauty,Haircare,Parachute,Metro Suppliers,1150,1510,0.63,Yes,No,50,7,3.3
PROD758,Bookshelf 4-Tier Classic,Furniture,Living Room,Urban Ladder,Excel Distributors,1590,2010,20.92,No,No,150,10,4.2
PROD759,Riding Gloves Leather Deluxe,Automotive,Bike Accessories,Steelbird,Allied Trading,620,790,0.25,No,No,100,10,5.0
PROD760,TV Unit Cabinet XL,Furniture,Living Room,Pepperfry,Allied Trading,9090,11180,32.09,Yes,No,200,4,3.3
PROD761,Kurti Elite,Clothing,Women's Wear,Global Desi,Gupta & Sons,1240,1640,0.37,No,No,200,8,3.5
PROD762,Air Freshener Pack of 2 XL,Automotive,Car Accessories,Bosch,Royal Trading,380,520,0.31,No,No,100,8,4.7
PROD763,Stapler Medium Pro,Books & Stationery,Office Stationery,Classmate,Metro Suppliers,60,80,0.2,No,No,100,9,3.4
PROD764,Shampoo 400ml Ultra,Health & Beauty,Haircare,Dyson,Bharat Supply Co,270,370,0.53,No,No,50,8,4.1
PROD765,Baby Shampoo 200ml Gold,Baby & Kids,Baby Care,Huggies,Fortune Traders,240,310,0.25,No,No,50,8,4.1
PROD766,Gel Pen Set of 10 Deluxe,Books & Stationery,Office Stationery,Reynolds,Gupta & Sons,170,230,0.12,No,No,300,9,3.6
PROD767,Shoe Rack 4-Tier Elite,Furniture,Living Room,Godrej Interio,Prime Wholesale,2720,3330,9.73,No,No,75,7,4.4
PROD768,Body Lotion 400ml Max,Health & Beauty,Skincare,Biotique,Jayshree Enterprises,490,680,0.58,No,No,250,9,3.3
PROD769,Kurti Max,Clothing,Women's Wear,Aurelia,Indian Traders Co,1260,1640,0.46,No,No,200,7,3.8
PROD770,Sandals Pro,Clothing,Footwear,Puma,Desi Distributors,860,1120,0.49,No,No,300,10,4.5
PROD771,Diapers Pack L 64s Gold,Baby & Kids,Baby Care,Huggies,Agarwal Traders,1040,1290,1.25,No,No,100,8,3.7
PROD772,Garam Masala 100g Gold,Grocery,Spices & Masala,Tata Sampann,National Distributors,100,120,0.1,No,No,150,6,4.2
PROD773,Cold Drink 2L V2,Grocery,Snacks & Beverages,Coca-Cola,Keshav Traders,100,130,2.1,No,Yes,150,2,4.9
PROD774,Dress V2,Clothing,Women's Wear,W,Metro Suppliers,2120,2930,0.33,No,No,150,9,3.7
PROD775,Football Size 5 Classic,Sports & Fitness,Sports Gear,Adidas,Eagle Enterprises,740,970,0.41,No,No,100,5,3.4
PROD776,Bedside Table Classic,Furniture,Bedroom,Ikea,Agarwal Traders,2410,3200,7.04,No,No,250,5,3.3
PROD777,Body Lotion 400ml XL,Health & Beauty,Skincare,Biotique,Gupta & Sons,410,520,0.58,No,No,50,8,5.0
PROD778,Crop Top Plus,Clothing,Women's Wear,Global Desi,Indian Traders Co,950,1310,0.14,No,No,250,5,4.6
PROD779,Instant Noodles Pack of 4 XL,Grocery,Snacks & Beverages,Cadbury,Naveen Enterprises,70,80,0.35,No,Yes,250,3,3.6
PROD780,Chromebook Basic,Electronics,Laptops,Dell,Imperial Distributors,15300,18110,1.58,Yes,No,150,10,4.1
PROD781,Turmeric Powder 200g Lite,Grocery,Spices & Masala,MDH,Lakshmi Supply Co,20,30,0.16,No,No,100,6,4.0
PROD782,Diapers Pack L 64s Max,Baby & Kids,Baby Care,Huggies,Jayshree Enterprises,1140,1460,1.56,No,No,200,7,3.7
PROD783,Casual T-Shirt XL,Clothing,Men's Wear,H&M,Eagle Enterprises,250,330,0.2,No,No,75,4,4.5
PROD784,Red Chilli Powder 200g Ultra,Grocery,Spices & Masala,Tata Sampann,Imperial Distributors,90,110,0.25,No,No,150,8,3.8
PROD785,Face Serum 30ml Deluxe,Health & Beauty,Skincare,Mamaearth,National Distributors,660,910,0.1,Yes,No,75,4,3.7
PROD786,Salt 1kg Pro,Grocery,Staples,Tata,Royal Trading,30,40,1.0,No,No,250,8,3.2
PROD787,Baby Shampoo 200ml XL,Baby & Kids,Baby Care,Pampers,Global Supply House,220,270,0.31,No,No,100,5,3.9
PROD788,Self-Help Book Elite,Books & Stationery,Books,S Chand,Metro Suppliers,170,220,0.23,No,No,200,5,3.6
PROD789,Track Pants Pro,Clothing,Men's Wear,Levi's,Metro Suppliers,1050,1430,0.31,No,No,150,9,4.2
PROD790,Pull-Up Bar Gold,Sports & Fitness,Gym Equipment,Boldfit,Golden Supply,1950,2530,2.73,No,No,75,9,4.6
PROD791,Bluetooth Speaker Max,Electronics,Audio Devices,Sony,Lakshmi Supply Co,1880,2450,2.11,Yes,No,200,4,3.3
PROD792,3-Seater Fabric Sofa Max,Furniture,Living Room,Nilkamal,National Distributors,36970,47940,58.32,No,No,300,8,4.0
PROD793,Jigsaw Puzzle 500pc Classic,Baby & Kids,Toys,Toyshine,Global Supply House,390,520,0.58,No,No,300,4,4.0
PROD794,Cookbook Hardcover Plus,Books & Stationery,Books,HarperCollins,Desi Distributors,330,400,0.87,No,No,300,6,4.5
PROD795,Sunscreen SPF50 100g V2,Health & Beauty,Skincare,Plum,Naveen Enterprises,490,670,0.15,No,No,50,7,3.8
PROD796,Laptop Stand Max,Electronics,Computer Accessories,Logitech,Lakshmi Supply Co,2170,2970,0.91,No,No,150,4,3.7
PROD797,Loafers Gold,Clothing,Footwear,Skechers,Bharat Supply Co,730,970,0.56,No,No,150,6,5.0
PROD798,Wall Mirror Framed Pro,Home & Kitchen,Home Decor,Decornation,Naveen Enterprises,3930,5420,2.58,Yes,No,250,9,4.8
PROD799,Track Pants Deluxe,Clothing,Men's Wear,Levi's,Allied Trading,1130,1430,0.31,No,No,200,5,4.5
PROD800,Sugar 5kg Lite,Grocery,Staples,Patanjali,Desi Distributors,200,240,4.0,No,No,250,8,4.0
PROD801,Wall Mirror Framed Classic,Home & Kitchen,Home Decor,Chumbak,Singh Supply Chain,2690,3500,2.58,Yes,No,250,10,3.4
PROD802,Baby Blanket Fleece Plus,Baby & Kids,Baby Care,Pampers,Agarwal Traders,390,530,0.54,No,No,75,4,3.4
PROD803,Ultrabook Pro,Electronics,Laptops,Dell,Agarwal Traders,134980,164720,1.14,Yes,No,250,4,3.9
PROD804,Mustard Oil 1L Max,Grocery,Staples,Fortune,Gupta & Sons,190,230,1.14,No,No,200,6,3.6
PROD805,Queen Bed Frame XL,Furniture,Bedroom,Duroflex,Agarwal Traders,15570,20490,63.88,No,No,100,5,5.0
PROD806,Notebook A4 Pack of 6 Classic,Books & Stationery,Office Stationery,Faber-Castell,Royal Trading,160,200,1.42,No,No,250,5,4.3
PROD807,Hair Serum 100ml Max,Health & Beauty,Haircare,Dyson,Desi Distributors,420,580,0.18,Yes,No,150,10,4.1
PROD808,Shampoo 400ml Plus,Health & Beauty,Haircare,Philips,Indian Traders Co,230,300,0.42,No,No,75,10,3.6
PROD809,Saree Gold,Clothing,Women's Wear,Global Desi,Prime Wholesale,5460,6870,0.69,No,No,200,8,3.4
PROD810,Paneer 200g V2,Grocery,Dairy Products,Nandini,Jayshree Enterprises,100,120,0.2,No,Yes,100,1,4.2
PROD811,Jacket Lite,Clothing,Winter Wear,UCB,Delta Distributors,3260,4330,0.63,No,No,300,4,3.5
PROD812,Bedside Table Elite,Furniture,Bedroom,Sleepwell,Jayshree Enterprises,3420,4290,7.04,No,No,100,6,4.9
PROD813,Budget Smartphone Classic,Electronics,Mobile Phones,Samsung,Fortune Traders,9170,11150,0.18,Yes,No,300,7,4.8
PROD814,Seat Cover Set Leatherette Elite,Automotive,Car Accessories,Godrej,National Distributors,3280,4480,4.41,No,No,300,6,3.9
PROD815,Stapler Medium Deluxe,Books & Stationery,Office Stationery,Faber-Castell,Keshav Traders,50,60,0.2,No,No,150,7,3.4
PROD816,Pull-Up Bar Gold,Sports & Fitness,Gym Equipment,Strauss,National Distributors,2040,2730,2.73,No,No,150,4,4.2
PROD817,Toor Dal 1kg Elite,Grocery,Staples,Daawat,Royal Trading,130,150,1.0,No,No,250,7,3.7
PROD818,Thermal Set XL,Clothing,Winter Wear,Woodland,Indian Traders Co,420,560,0.72,No,No,200,9,4.9
PROD819,Water Purifier RO V2,Home & Kitchen,Kitchen Appliances,Kent,Bharat Supply Co,14450,17680,8.96,Yes,No,250,7,4.0
PROD820,Tawa Non-Stick Basic,Home & Kitchen,Cookware,Hawkins,Lakshmi Supply Co,530,690,0.64,No,No,200,9,4.9
PROD821,Gel Pen Set of 10 Lite,Books & Stationery,Office Stationery,Casio,Delta Distributors,110,140,0.1,No,No,300,4,3.9
PROD822,Mobile Holder for Bike Classic,Automotive,Bike Accessories,Studds,Excel Distributors,500,640,0.23,Yes,No,150,6,3.3
PROD823,Tail Light LED Deluxe,Automotive,Bike Accessories,Cramster,Indian Traders Co,760,1050,0.11,Yes,No,50,4,4.2
PROD824,Body Lotion 400ml Lite,Health & Beauty,Skincare,Plum,Sharma Enterprises,260,350,0.37,No,No,50,8,4.7
PROD825,Board Game Classic Plus,Baby & Kids,Toys,Lego,Lakshmi Supply Co,690,950,0.51,No,No,50,8,3.5
PROD826,Sweater Ultra,Clothing,Winter Wear,Wildcraft,Heritage Trading,2900,3980,0.59,No,No,150,4,3.9
PROD827,Night Cream 50g Pro,Health & Beauty,Skincare,Nivea,Sharma Enterprises,890,1230,0.12,Yes,No,250,10,4.7
PROD828,Baby Shampoo 200ml Deluxe,Baby & Kids,Baby Care,Johnson's,Allied Trading,240,290,0.25,No,No,200,7,3.3
PROD829,Foldable Phone Elite,Electronics,Mobile Phones,Xiaomi,Bharat Supply Co,94970,115390,0.24,Yes,No,300,6,4.2
PROD830,Fitness Band Max,Electronics,Wearable Tech,Amazfit,Indian Traders Co,2110,2600,0.06,Yes,No,100,4,4.9
PROD831,Action Figure 12-inch V2,Baby & Kids,Toys,Lego,Mehra Logistics,430,570,0.27,Yes,No,300,6,3.2
PROD832,Muffler Ultra,Clothing,Winter Wear,Decathlon,Lakshmi Supply Co,460,630,0.21,No,No,50,6,3.5
PROD833,Milk 1L Ultra,Grocery,Dairy Products,Parag,National Distributors,80,90,1.25,No,Yes,150,3,3.5
PROD834,Bluetooth Speaker Max,Electronics,Audio Devices,Sony,Prime Wholesale,1960,2450,2.11,Yes,No,75,10,3.3
PROD835,Seat Cover Set Leatherette Gold,Automotive,Car Accessories,Bosch,ABC Supplies,3230,4250,4.41,No,No,250,6,4.6
PROD836,Whey Protein 2kg Pro,Health & Beauty,Health Supplements,GNC,Prime Wholesale,3260,4100,2.21,No,Yes,75,3,4.3
PROD837,Wall Mirror Framed Mini,Home & Kitchen,Home Decor,Fabindia,Eagle Enterprises,2250,2910,2.06,Yes,No,50,4,3.7
PROD838,Wall Mirror Framed Elite,Home & Kitchen,Home Decor,Decornation,National Distributors,3880,4940,2.58,Yes,No,100,4,3.4
PROD839,Cumin Seeds 200g Pro,Grocery,Spices & Masala,Everest,Naveen Enterprises,120,150,0.2,No,No,75,7,4.0
PROD840,TV Unit Cabinet Max,Furniture,Living Room,Godrej Interio,Star Enterprises,10350,12460,32.09,Yes,No,50,8,4.3
PROD841,Induction Cooktop Plus,Home & Kitchen,Kitchen Appliances,Prestige,Fortune Traders,3690,4570,3.13,Yes,No,200,5,4.2
PROD842,Formal Shoes Deluxe,Clothing,Footwear,Puma,Kumar Industries,2540,3160,1.04,No,No,150,5,3.3
PROD843,Multivitamin Tablets 60s V2,Health & Beauty,Health Supplements,MuscleBlaze,Metro Suppliers,590,770,0.15,No,Yes,100,1,4.5
PROD844,Basketball Size 7 Ultra,Sports & Fitness,Sports Gear,Nivia,Sharma Enterprises,2020,2610,0.78,No,No,50,7,3.8
PROD845,Helmet Full Face ISI Plus,Automotive,Bike Accessories,Rynox,Prime Wholesale,2930,3730,1.59,Yes,No,300,10,4.7
PROD846,Car Phone Mount Basic,Automotive,Car Accessories,Amkette,Indian Traders Co,420,560,0.2,Yes,No,100,5,4.9
PROD847,Microwave Oven 20L V2,Home & Kitchen,Kitchen Appliances,Butterfly,Heritage Trading,7720,9510,12.95,Yes,No,75,6,3.9
PROD848,Moisturizer 200ml XL,Health & Beauty,Skincare,Plum,Star Enterprises,220,290,0.28,No,No,75,9,4.6
PROD849,Business Laptop Elite,Electronics,Laptops,Asus,Heritage Trading,77980,92860,1.46,Yes,No,100,10,4.4
PROD850,Lip Balm 10g Deluxe,Health & Beauty,Skincare,Nivea,Kumar Industries,80,110,0.02,No,No,250,5,4.5
PROD851,Decorative Lamp Mini,Home & Kitchen,Home Decor,Ikea,Allied Trading,640,860,1.3,Yes,No,200,8,4.9
PROD852,Conditioner 200ml Max,Health & Beauty,Haircare,Dyson,Keshav Traders,290,400,0.28,No,No,300,8,4.3
PROD853,Soundbar Mini,Electronics,Audio Devices,boAt,Mehra Logistics,14410,18330,2.66,Yes,No,250,8,3.3
PROD854,Baby Wipes Pack of 3 Deluxe,Baby & Kids,Baby Care,MamyPoko,Heritage Trading,310,420,0.66,No,No,150,4,3.2
PROD855,Ghee 1L Classic,Grocery,Dairy Products,Parag,Eagle Enterprises,600,700,0.95,No,No,200,5,4.0
PROD856,Moisturizer 200ml Pro,Health & Beauty,Skincare,Plum,Gupta & Sons,280,370,0.22,No,No,100,4,4.1
PROD857,Red Chilli Powder 200g Plus,Grocery,Spices & Masala,Everest,Metro Suppliers,80,100,0.2,No,No,100,6,4.0
PROD858,Gloves Max,Clothing,Winter Wear,Decathlon,Fortune Traders,600,790,0.22,No,No,250,7,3.8
PROD859,Garam Masala 100g Lite,Grocery,Spices & Masala,Catch,Bharat Supply Co,70,90,0.08,No,No,50,9,4.6
PROD860,Paneer 200g Max,Grocery,Dairy Products,Parag,Prime Wholesale,120,140,0.25,No,Yes,150,1,4.6
PROD861,Mobile Holder for Bike Basic,Automotive,Bike Accessories,BoboGear,ABC Supplies,430,580,0.23,Yes,No,250,8,4.8
PROD862,Whey Protein 2kg Ultra,Health & Beauty,Health Supplements,Himalaya,Singh Supply Chain,3670,4330,2.76,No,Yes,100,3,4.7
PROD863,Laptop Stand Ultra,Electronics,Computer Accessories,Corsair,Metro Suppliers,1990,2710,0.91,No,No,100,5,4.0
PROD864,Potato Chips 100g Deluxe,Grocery,Snacks & Beverages,Nestle,National Distributors,30,40,0.1,No,Yes,200,2,4.3
PROD865,Bedside Table Mini,Furniture,Bedroom,Ikea,Mehra Logistics,1860,2520,5.63,No,No,300,9,4.5
PROD866,Garam Masala 100g Ultra,Grocery,Spices & Masala,Catch,Patel Trading Co,120,160,0.12,No,No,75,6,3.4
PROD867,Flower Vase Ceramic Elite,Home & Kitchen,Home Decor,Ikea,Gupta & Sons,460,600,0.58,Yes,No,200,7,4.0
PROD868,Tennis Ball Pack of 6 Deluxe,Sports & Fitness,Sports Gear,Nivia,Star Enterprises,590,810,0.38,No,No,75,7,3.7
PROD869,Heels XL,Clothing,Footwear,Puma,ABC Supplies,2170,2910,0.69,No,No,150,5,3.6
PROD870,Showpiece Figurine Max,Home & Kitchen,Home Decor,Decornation,Prime Wholesale,350,460,0.6,Yes,No,250,10,4.0
PROD871,Running Shoes Mini,Clothing,Footwear,Adidas,Sharma Enterprises,1370,1850,0.83,No,No,50,6,3.6
PROD872,Instant Noodles Pack of 4 Basic,Grocery,Snacks & Beverages,Cadbury,Golden Supply,50,60,0.28,No,Yes,150,3,4.1
PROD873,Shoe Rack 4-Tier Mini,Furniture,Living Room,Godrej Interio,Star Enterprises,1580,2060,7.78,No,No,300,10,3.3
PROD874,Protein Powder 1kg Max,Health & Beauty,Health Supplements,Himalaya,Sharma Enterprises,3160,3990,1.44,No,Yes,300,1,4.0
PROD875,Kadhai 3L Mini,Home & Kitchen,Cookware,Hawkins,Singh Supply Chain,710,980,1.42,No,No,300,9,4.3
PROD876,Kadhai 3L Elite,Home & Kitchen,Cookware,Vinod,Gupta & Sons,1280,1650,1.77,No,No,300,5,4.7
PROD877,Mouse Pad XL Ultra,Electronics,Computer Accessories,Portronics,Mehra Logistics,560,720,0.5,No,No,100,9,3.7
PROD878,Shoe Rack 4-Tier V2,Furniture,Living Room,Wakefit,Imperial Distributors,2450,3190,9.73,No,No,50,5,4.9
PROD879,Body Lotion 400ml Lite,Health & Beauty,Skincare,Nivea,Eagle Enterprises,300,410,0.37,No,No,300,5,3.6
PROD880,Electric Kettle 1.5L Classic,Home & Kitchen,Kitchen Appliances,Havells,Gupta & Sons,1080,1410,1.21,Yes,No,200,9,3.7
PROD881,Shampoo 400ml Plus,Health & Beauty,Haircare,L'Oreal,Allied Trading,240,320,0.42,No,No,200,9,3.7
PROD882,Photo Frame Set of 5 Pro,Home & Kitchen,Home Decor,Home Centre,Jayshree Enterprises,860,1120,1.13,Yes,No,300,10,4.5
PROD883,Yoga Mat 6mm Deluxe,Sports & Fitness,Gym Equipment,Decathlon,Heritage Trading,830,1080,0.83,No,No,200,7,3.6
PROD884,Hair Serum 100ml Classic,Health & Beauty,Haircare,Tresemme,National Distributors,300,390,0.14,Yes,No,200,8,3.4
PROD885,Tennis Ball Pack of 6 Gold,Sports & Fitness,Sports Gear,SG,Delta Distributors,550,740,0.38,No,No,50,9,4.6
PROD886,Yoga Mat 6mm Lite,Sports & Fitness,Gym Equipment,Lifelong,Global Supply House,480,660,0.66,No,No,50,7,3.6
PROD887,Blazer Deluxe,Clothing,Men's Wear,H&M,Naveen Enterprises,8170,11270,0.89,No,No,250,6,3.7
PROD888,Flower Vase Ceramic Deluxe,Home & Kitchen,Home Decor,Decornation,Bharat Supply Co,500,640,0.58,Yes,No,100,9,4.5
PROD889,Mustard Oil 1L Plus,Grocery,Staples,Fortune,Singh Supply Chain,180,210,0.91,No,No,150,4,3.4
PROD890,Sugar 5kg Max,Grocery,Staples,India Gate,National Distributors,330,360,6.25,No,No,300,4,5.0
PROD891,Hair Oil 200ml Elite,Health & Beauty,Haircare,Parachute,Naveen Enterprises,260,330,0.21,No,No,250,10,3.4
PROD892,Mixer Grinder 750W XL,Home & Kitchen,Kitchen Appliances,Philips,Bharat Supply Co,2340,2810,6.41,Yes,No,250,5,3.3
PROD893,Bean Bag XXXL Lite,Furniture,Living Room,Godrej Interio,Fortune Traders,760,970,2.6,No,No,75,9,4.5
PROD894,Body Lotion 400ml Ultra,Health & Beauty,Skincare,Lakme,Keshav Traders,520,720,0.58,No,No,50,5,4.6
PROD895,Bedside Table Elite,Furniture,Bedroom,Duroflex,Heritage Trading,3280,4510,7.04,No,No,75,5,3.7
PROD896,Soundbar Classic,Electronics,Audio Devices,Noise,Sharma Enterprises,17760,22450,3.33,Yes,No,300,9,3.2
PROD897,Feeding Bottle Set 2s V2,Baby & Kids,Baby Care,Huggies,Fortune Traders,320,420,0.34,Yes,No,150,6,4.4
PROD898,Milk 1L Pro,Grocery,Dairy Products,Parag,Naveen Enterprises,70,80,1.0,No,Yes,200,1,5.0
PROD899,Microwave Oven 20L Basic,Home & Kitchen,Kitchen Appliances,Havells,Metro Suppliers,5760,7250,12.95,Yes,No,200,9,3.5
PROD900,Pull-Up Bar Gold,Sports & Fitness,Gym Equipment,Decathlon,Kumar Industries,1810,2330,2.73,No,No,75,4,4.9
PROD901,Sunscreen SPF50 100g Max,Health & Beauty,Skincare,Biotique,Prime Wholesale,580,790,0.19,No,No,150,9,3.9
PROD902,Tail Light LED Max,Automotive,Bike Accessories,Steelbird,Sharma Enterprises,770,980,0.14,Yes,No,50,8,4.9
PROD903,Palazzo Pants Max,Clothing,Women's Wear,Zara,Imperial Distributors,810,1080,0.39,No,No,250,9,4.4
PROD904,Kitchen King Masala 100g Elite,Grocery,Spices & Masala,Everest,Delta Distributors,80,110,0.1,No,No,75,4,4.9
PROD905,Denim Jeans Pro,Clothing,Men's Wear,US Polo,Fortune Traders,1250,1570,0.81,No,No,250,9,3.5
PROD906,Budget Smartphone Elite,Electronics,Mobile Phones,Xiaomi,Metro Suppliers,11230,12590,0.18,Yes,No,200,8,4.6
PROD907,Ghee 1L Basic,Grocery,Dairy Products,Verka,Fortune Traders,500,600,0.95,No,No,50,10,4.8
PROD908,Toaster 2-Slice Gold,Home & Kitchen,Kitchen Appliances,Bajaj,Eagle Enterprises,1950,2490,1.47,Yes,No,200,9,3.3
PROD909,Dumbbell Set 10kg Max,Sports & Fitness,Gym Equipment,Cultsport,Mehra Logistics,2680,3420,12.5,No,No,100,5,3.7
PROD910,Smart Glasses Ultra,Electronics,Wearable Tech,Amazfit,ABC Supplies,30930,37000,0.09,Yes,No,50,10,4.8
PROD911,Paneer 200g Lite,Grocery,Dairy Products,Mother Dairy,Mehra Logistics,70,80,0.16,No,Yes,300,1,4.2
PROD912,Baby Shampoo 200ml Plus,Baby & Kids,Baby Care,Chicco,National Distributors,220,270,0.25,No,No,100,10,3.3
PROD913,Flower Vase Ceramic Mini,Home & Kitchen,Home Decor,Fabindia,Agarwal Traders,280,390,0.46,Yes,No,300,8,5.0
PROD914,Face Serum 30ml Mini,Health & Beauty,Skincare,Biotique,Jayshree Enterprises,450,620,0.08,Yes,No,100,6,3.4
PROD915,Dumbbell Set 10kg Lite,Sports & Fitness,Gym Equipment,Strauss,Fortune Traders,1560,1940,8.0,No,No,200,5,4.0
PROD916,Dressing Table with Mirror Pro,Furniture,Bedroom,HomeTown,Keshav Traders,6570,8650,33.08,Yes,No,200,10,4.6
PROD917,Leggings Lite,Clothing,Women's Wear,AND,Metro Suppliers,240,300,0.17,No,No,250,10,4.4
PROD918,Foldable Phone XL,Electronics,Mobile Phones,Realme,Fortune Traders,81360,100520,0.3,Yes,No,100,4,3.6
PROD919,Salt 1kg Plus,Grocery,Staples,Aashirvaad,Eagle Enterprises,30,30,1.0,No,No,100,4,3.3
PROD920,Mustard Oil 1L Max,Grocery,Staples,Patanjali,Fortune Traders,190,230,1.14,No,No,50,8,3.4
PROD921,Track Pants Deluxe,Clothing,Men's Wear,Levi's,Delta Distributors,1120,1410,0.31,No,No,150,9,4.9
PROD922,Salt 1kg V2,Grocery,Staples,Patanjali,Eagle Enterprises,20,20,1.0,No,No,300,9,3.8
PROD923,Whey Protein 2kg V2,Health & Beauty,Health Supplements,Himalaya,Golden Supply,2700,3540,2.21,No,Yes,300,3,3.4
PROD924,Formal Shirt Basic,Clothing,Men's Wear,Allen Solly,Star Enterprises,760,990,0.26,No,No,100,10,3.6
PROD925,Cumin Seeds 200g Pro,Grocery,Spices & Masala,Everest,Heritage Trading,120,150,0.2,No,No,250,6,4.7
