"transaction_id";"account_id";"merchant_id";"amount_usd";"transaction_date"
"TXN59B9EQJNKQ8IQJ";"ACCJ26P790L3B0O";"MERI40BVNJBHYCV";5766.16;"2019-02-16 17:49:53"
"TXN0S8AIF4SPMJ38F";"ACC9EYFLSS7D0GV";"MER9R2K6Y8TQQOF";6142.91;"2019-02-04 13:17:25"
"TXNMDUDKTLCVPGL6E";"ACCQXXP1I4Y9ZGW";"MERSHD1DRAU81FT";7895.16;"2019-02-15 08:51:23"
"TXN4DF262YGIBW4LC";"ACCINU0TCX4JIH5";"MERSI0C1VWQS3ZY";5085.85;"2022-04-16 04:14:12"
"TXNIEB4QBOYWPXDHL";"ACCWCPBG6VRCWLO";"MERK4KHID9BZC64";2570.06;"2023-09-20 10:34:29"
"TXNNXVD2D0CGNV20O";"ACCNP41BJ4LOM2E";"MERKGTDVXKA3LYJ";8794.73;"2021-01-30 06:04:15"
"TXNPX9QATD9GU27F5";"ACC3TJQ302TLGGJ";"MERIY60QFFXJ45B";6799.22;"2020-04-10 11:20:18"
"TXNBDAHB1UC88N9U6";"ACCVG96AMRGBA09";"MERKI1YR1I1LWEJ";7691.66;"2022-03-05 14:11:42"
"TXN0HKZEWT9YROCHC";"ACCTCI1UI6XJQJO";"MERAL69IDPREVYQ";5961.48;"2022-09-19 12:44:39"
"TXNR1SJQ3IEL96W4L";"ACCEBN1060VE364";"MERFXQEX8G5V13S";8170.41;"2019-12-17 23:06:19"
"TXNZBDKH43M92618G";"ACC9S8DTT3RK2GX";"MER25IDHRB39P06";567.06;"2023-01-29 00:02:39"
"TXN3RP4NXMMWUWFKE";"ACCOLE07FLII3OR";"MERYHXHM977HEM9";6079.6;"2025-12-14 19:07:44"
"TXN7OZWHP206HS5Z6";"ACCQX66AX26G3YR";"MER3V3W872Y0VGD";2635.53;"2022-05-28 12:38:22"
"TXNJF477XL8B5OZTZ";"ACC8VPVJZV0OWK3";"MERB1UHBVSIL9U2";4500.53;"2020-11-07 18:29:37"
"TXNRJH1BLHDQAN9OV";"ACC3MY1N8S7OLWC";"MERAHJ4QA0SKEX1";1662.99;"2023-08-10 11:35:38"
"TXNGYRI6VOCXU2KBP";"ACCAD2RXD7RS6ZE";"MERZ52Z83O3II8H";6909.16;"2020-08-03 16:43:40"
"TXNSS40HBV9YUKRDX";"ACCOF054N806Y97";"MER1QEJ0WHL9QF9";8006.13;"2023-07-28 12:05:33"
"TXNDIJV8B82VWEVMY";"ACCGUTHGDMERB6V";"MERWTQE14H61BIL";5007.3;"2019-07-15 20:29:18"
"TXNYPI7NOLO6F2K6Q";"ACCS7FGNCOJ1W0I";"MERY644C2SNYFYS";5778.65;"2023-05-13 23:21:06"
"TXN8RPRJ3M6IGS5UM";"ACCGF1A5UXT44I4";"MERBH0VFKB1WGDT";5846.2;"2023-07-08 15:15:19"
"TXNHWBRHW95QEEHUA";"ACC7F607JQDC3EQ";"MER5Q3YJDPFQZMP";8603.6;"2020-04-27 06:41:06"
"TXNQKWG7O5P2XDZOW";"ACCY6ZA6N9CMK73";"MERHSM8PJIIX7DX";8110.92;"2019-12-24 13:03:45"
"TXNJOXUQP6XHVVJ1D";"ACCLO6NSUSB78KD";"MERB22N3HXUNH2K";5766.68;"2019-10-19 10:37:46"
"TXNKXKPM3K5P6L200";"ACC91DCWB5W89F7";"MER5KY6749E24YZ";3051.26;"2025-03-04 01:16:50"
"TXN4I5KS5Q84HQEDB";"ACCHOJA87AT8OPJ";"MERB1UNGDKPZEB3";4976.95;"2019-05-12 20:24:19"
"TXN5AJPZ3Q6MG9VVF";"ACCH93KI0YP6M6R";"MERR2SV9RZBFIK8";5217.02;"2021-11-04 16:30:27"
"TXNN7I86TU1HVRA5K";"ACCQCOQRYGRDVPB";"MERYUYRJXEHN7DP";176.6;"2022-07-26 11:13:36"
"TXNN9CWEYD57DVQ15";"ACCK6V2Z57KYRKZ";"MER1X9PZYMXJFON";6261.4;"2022-04-21 22:41:30"
"TXNFYVK35VVVDLXIE";"ACCUJR5IJXDE9FI";"MERDN2FO4PX3XHR";8836.04;"2022-03-11 14:53:28"
"TXNA0Q4F4HYJ3PD3N";"ACC8UQMC7G53GF4";"MERPBEIC7AKOQNS";1284.8;"2023-03-17 06:28:17"
"TXNBLQIN6MS7BNKI7";"ACCXT5PMBI6Q8XI";"MERSMFELV0J5XX5";6726.55;"2021-06-23 23:11:00"
"TXN5GWYB26BE7J7G7";"ACC0979RZU8UOB7";"MER6LSULW67GFU4";5485.23;"2023-05-05 11:27:29"
"TXNN259N203TKYX3N";"ACC7J8BH5IDTEAL";"MERVQ9V8GRI7OSA";7281.49;"2022-07-19 17:56:13"
"TXNVNB3N6S2Q5AVE4";"ACC1C2W2EDKUGBT";"MER20RN8P96RWZB";800.11;"2022-09-29 13:22:48"
"TXN1TN72O3U3L0F1H";"ACC3FAYV95OGW4B";"MERBRY7VDA6V002";1680.75;"2025-08-29 23:06:18"
"TXN3CEATI44H1AECJ";"ACCXF1K9KFJP83S";"MERZMDELCQB6J2G";3961.89;"2022-01-25 09:25:49"
"TXNBH29VUFXUT1LFL";"ACCJFG8YZF9Q8ZD";"MERTCZZ2SEQA0U1";1735.33;"2025-04-20 17:45:05"
"TXNFPTY9T3VINSNPU";"ACCBGI3SHDDBRU6";"MER9O1Z2UHNLM0L";5385.13;"2024-02-26 08:33:24"
"TXNX0G6Q5UBHJCTMP";"ACCJ70S5QJPGN57";"MERDA4DD4V9J9TF";1690.55;"2021-03-30 09:54:07"
"TXNK9EZZMY4V0AD33";"ACCYV9F3BHU0F8B";"MER4XQ5Q4R9HW4G";5927.74;"2019-05-13 01:00:02"
"TXNOLTJMAKDK4O6T0";"ACCQDVCQF5FXK5H";"MERZ7TS8U3WJ9NW";5518.59;"2019-11-28 12:12:31"
"TXNWHG3IR0LLVL8PA";"ACCO29A3F9LOT9M";"MER8EU9JCGLS9MN";1192.13;"2024-01-23 15:23:08"
"TXN3VCKZN7FQ4LAY6";"ACCM8HLDMYV19NH";"MERC7MFCMMIP5DT";162.75;"2024-11-11 12:59:37"
"TXNM1INODOPV1S84M";"ACC32XJ4PKQNI8F";"MERKOY04HK6NZVX";4414.1;"2024-12-31 21:41:12"
"TXNZVEN03XI3GDV52";"ACCK6WZ9GKPJI5O";"MERS0ZZ409DT8A0";19.54;"2020-10-22 22:51:37"
"TXNWU19FVCMSUMOHG";"ACCNRE33NG8DMZP";"MERTX2BI9DWA45F";5694.97;"2021-05-01 16:18:18"
"TXNR63OZJ0ME0WMDD";"ACCMLOGN1LUJM0M";"MERLMNQ9MRI1I4E";7732.76;"2023-12-11 09:55:50"
"TXNIF7ABF42HM6XRJ";"ACCAX3TVKJK6PZD";"MERLMY9L77SCB6B";123.79;"2019-08-09 22:20:58"
"TXNASGMIOYT52AW1I";"ACCK27M8W85PHAC";"MERDN33ZUBYZW3B";2276.32;"2025-06-29 11:14:25"
"TXN3AJGL98HUBNX86";"ACC7FG8XR8LRD11";"MER4C35XDX37GCC";4981.92;"2025-10-24 10:04:21"
"TXNETAX3RRA96E6RS";"ACC8DWA0E35U2TX";"MERT5RV88CTIM2C";1256.56;"2023-05-12 22:13:36"
"TXNZCUDNJFN2HERSJ";"ACC4P3H3UMNUJ4H";"MER2XJKGS7RCCRU";6210.78;"2020-04-03 07:58:18"
"TXNGAYO0GRTDX2X8M";"ACCTQG6NBP4X08E";"MERAL69IDPREVYQ";2973.39;"2024-12-02 17:54:17"
"TXNPXVL6Q8NZP1CIY";"ACCAVHVH78EBJ6X";"MER950IGETWRAY5";5761.31;"2023-09-29 09:35:24"
"TXNK3CZXJS5BL4ZWM";"ACC6HX5NEY49MBT";"MERKD2S3CTO00HG";1786.7;"2025-11-25 12:47:02"
"TXNK26CNONF75X5E2";"ACCFMT4JENJP9MF";"MER8EUMX54W1GQZ";6554.88;"2021-01-10 13:33:21"
"TXN04KQ3YBVO8GKJU";"ACCDE7UCBBVAENW";"MERUKFR5BZPONEB";2732.82;"2020-09-03 21:46:07"
"TXN6IC4R3L0519OY8";"ACCI1FG7KYETBN2";"MER0X1F4ZQG6BI6";8501.68;"2024-01-17 07:21:44"
"TXNMVXDUUSRHB68VK";"ACCGD51RNPQIABE";"MEREQK3PSV9E2VY";731.86;"2025-12-06 07:00:28"
"TXN2695U2KL8L8Q0D";"ACCQCFHOJRTLPM6";"MERAGB4ZUHXSMUK";5554.59;"2019-03-25 17:30:22"
"TXN0NOPNCCGMYRTHR";"ACCC9J6L3L42SQI";"MERWMFG246X5AGL";1971.15;"2024-05-13 03:55:10"
"TXNIMQGW1KFDAW43O";"ACC6ZPETTB4B8FJ";"MERVGXEE7FNZQY0";5929.33;"2019-08-07 02:58:19"
"TXNKGESTG6T1BA0YP";"ACCNBR3LGX3OX4C";"MERN4VU7HPDUM3D";9465.63;"2023-04-06 08:35:42"
"TXNQQ5PMG9JBR0YXA";"ACCBYWFMMD7ULAI";"MERW4CB1KS2FGC4";2768.1;"2024-03-05 23:41:00"
"TXNU7WVAB9ET651RP";"ACCEB9WDPYUD7QR";"MERLOTRDYVUVBO9";1742.08;"2019-01-15 18:40:17"
"TXNA1TVQM1WZX0JYE";"ACCLZGMDTERC8BB";"MER8301D07NKXYF";4891.51;"2020-07-11 08:39:02"
"TXN17Z2XBCZJJHRJM";"ACC7H67A4DT2593";"MERMTLVQ0JYBRLN";5038.08;"2024-11-28 01:07:29"
"TXNT0MXP5SX4XFJ3C";"ACC2KS60X6F9WDB";"MERMOZ5ZSRSG1P1";6751.22;"2019-10-19 07:05:53"
"TXNU7HFEXKV2KKBH9";"ACCDD5XA0A5GSHZ";"MERPTK4HEOFUFTI";8762.69;"2022-07-16 10:31:05"
"TXNUOLCZPVOOFEFKQ";"ACCLNPZRQUZK1E2";"MER4XQ5Q4R9HW4G";3773.03;"2019-09-09 01:00:22"
"TXN08Q7N9HPQWSJBB";"ACCDVD18G22C0PG";"MER1X1YCFJ7333N";1086.03;"2020-05-25 16:16:23"
"TXNP9Q55UY8V0V0R9";"ACC9S6TII9SDWJ7";"MERL8BNAORHSRVU";4938.56;"2024-03-10 10:33:22"
"TXNNGERJ5KQNN8XN6";"ACCNWXBMP42NHOI";"MERF6G2QN2XEX33";7117.83;"2023-06-19 12:11:20"
"TXN12TGJFVPGLA2GM";"ACCW0319ZE3R2FS";"MERNSU4QXQZG7D0";5821.64;"2019-12-30 14:55:04"
"TXN19UKYAWGB4TS9W";"ACCYDSYP9HOFHYH";"MERTSGZT8YHESK6";4868.78;"2022-05-24 12:28:59"
"TXN692LBY0F3RDH79";"ACC86O0B2YKD69O";"MERO3PUE8HX5WS2";1063.6;"2024-12-02 14:32:17"
"TXNI4GBW5QYBPZMCR";"ACC0LCEJB6EA7TO";"MER8TCS1ZEUGO3L";8562.4;"2020-11-02 16:03:37"
"TXNO740ANCCW5OM2D";"ACC7UFZ1LG6V314";"MER1VU8YRFFMMDD";5980.41;"2024-03-12 07:35:34"
"TXN121FQEBYYZ8HHK";"ACC20AVN2EONAEZ";"MER78SJAHGKRULB";168.62;"2022-03-23 20:28:49"
"TXNR5P6FRL7M0F7SV";"ACCKB2E1091RWF7";"MERWEHH0ATZ1GPE";8296.27;"2021-08-25 13:09:23"
"TXN1V8DY40OZ973FW";"ACCB4YJ0T0LBY69";"MERQ5IKQH3B0EF3";7888.22;"2024-04-30 17:10:50"
"TXNJH8PN2FEO21L9U";"ACCJ8Y6ECWH9XGN";"MERAY00V09N2C4L";4635.6;"2019-12-16 00:53:24"
"TXNBAACJ3UYMEZ5N2";"ACCZXA0FCP9H0AP";"MERB5APRQ9B3DM7";5064.99;"2021-10-31 09:35:05"
"TXNLZHE3DBLOD46SF";"ACCPM273M0EWZKQ";"MERTM2C9OTOGH5H";1900.41;"2021-06-28 11:15:57"
"TXNXTX9KPTWABPG8G";"ACCNU7R6QRWGTZE";"MERQVJO5AJDLWM5";5255.07;"2020-05-12 10:29:12"
"TXNW1H8ERSA3OXWL2";"ACCJ5FG792UA639";"MERZG2F1KP56C9X";8634.52;"2024-05-03 06:19:53"
"TXNI76C6DMB8C7EW5";"ACC2TAWCTB6EB9Z";"MERYM1PB4R58NT7";5632.6;"2025-01-26 14:02:45"
"TXN0UNP2PETTI4IDS";"ACCTN8S43J1K77Q";"MERVXSYV20MJH60";1702.0;"2022-08-17 05:13:40"
"TXNU92XZIOX10RAHP";"ACCNWIO9RO7HE8F";"MERE0PTT4O41E9W";9898.33;"2023-11-06 11:25:18"
"TXN2MG5FIKMKLQKO9";"ACC8373KVFZXAO0";"MERWKZX9S4LT00B";9326.05;"2024-06-12 15:45:09"
"TXND3S9FM7IAPMT42";"ACC5EGYBKS6GU4I";"MERYNW8L30CCGN5";8789.94;"2021-06-13 18:07:54"
"TXNHUNXD8GB5QRTEH";"ACCTZ9HJSBRL1E5";"MERDT41F5G2VYLU";9182.14;"2019-09-15 19:28:48"
"TXNDI9BWVA6E33GIT";"ACCQZ4ZT4N35T2P";"MER3MT7455BNLDL";8452.49;"2024-09-19 23:54:36"
"TXN5VDR5L2OPMIXDE";"ACCA0NCLSDKTS5Q";"MERUJMXMU7A9A3K";2612.51;"2019-06-01 18:35:16"
"TXNBWSVF33VU5PWD5";"ACCCX65TI1MZMAO";"MER9ZPKY6DSR1HN";7516.11;"2024-01-29 08:43:17"
"TXNUKS1TM2V7IW0XJ";"ACC1IGB134X6GHI";"MERDUE84FO9D4BJ";808.05;"2023-04-04 03:47:10"
"TXN8T852SXDRDV43Y";"ACCCQ8T9WS52US1";"MERGD5GZZUQ6SVX";5199.33;"2024-09-22 17:56:26"
"TXN41C6L4ZKXMFA4K";"ACC1XP8A5UGJTNN";"MERYVHHCM91P6ZI";19.9;"2022-08-14 23:32:46"
"TXNVWCEWL06B3PFON";"ACCGGVLM9JAXH5E";"MERJZHDCLK0NS2M";1663.46;"2022-03-25 19:45:18"
"TXN3TQ1TIJVF3WBIO";"ACCV5L92QQ8GZQ8";"MERPI0WVJOCAZP9";8318.67;"2021-04-28 11:20:22"
"TXNSKW2RIG74JVFTA";"ACCF1M4IB15FVGF";"MERUWF6SHUC1GCI";445.69;"2021-03-04 20:33:14"
"TXNNX6MCHK3WB2RCV";"ACC96IBIG5B3J0M";"MERG0MV8HMUQVC5";7925.42;"2024-08-10 12:33:02"
"TXNQ4RQI7VARV09GE";"ACCZA0DRXLCY06H";"MERWZPIMPJ6YLX0";6537.55;"2019-03-23 23:36:05"
"TXNG69UUAQ4M9GCZG";"ACC9DOFEBGGROS6";"MERZFAQNW9WI9F1";4898.54;"2023-01-30 21:58:13"
"TXN2FRPNCNSLZD8C5";"ACC4KYSFF2N5QUG";"MERSXYKDLA5BRS7";7756.15;"2025-01-02 19:54:01"
"TXNQA41RZXYCPZ95U";"ACCEMJSPO69NHX3";"MERJLM7VTOI9SED";5846.11;"2025-04-23 00:54:32"
"TXN3YT31H0M138VWN";"ACCTP9057R6513S";"MEREEMRO789TAOJ";8633.43;"2023-08-30 23:42:57"
"TXNMDHEXR8FUJ4PJL";"ACCPR80ROVD336F";"MERQWHGTYM7Q49X";6102.1;"2019-11-18 23:51:37"
"TXN5SIQFSHMLEWH2K";"ACC2RS0U74IH3WB";"MERK3G6RGJ5F5IM";7164.52;"2023-05-13 15:16:13"
"TXNGYWANOOVMRS379";"ACC0N2EFSYT9J3E";"MERZ1WRGZJS2WFV";395.95;"2022-05-24 16:42:48"
"TXNFGHWNLTEUM5SJC";"ACCDMHRR59Z62PP";"MER7F7TGJG18TYP";6318.48;"2024-06-19 01:09:08"
"TXN9L9NXR4RF5F1KF";"ACCATURCLI1U6XP";"MERK2NPBCBZR3WX";677.72;"2022-05-18 22:59:09"
"TXNC3NFQQPX157T9Q";"ACCPMMSGL1U6HN6";"MERQNBZQJ64TWZ2";6317.12;"2022-05-06 19:02:40"
"TXN21WMWZYVZRNZ2R";"ACC8U9I9LX5JEXL";"MER11P7DHWCTPJ2";2056.09;"2024-04-03 06:58:34"
"TXN59HGN4VIY59711";"ACCOZCPN79CNQC9";"MEROSAJMQMUWKAJ";3347.84;"2022-08-11 02:14:01"
"TXNVR6FHKDYGF09RG";"ACC1BWUEA6D32FI";"MER484304IQWO1T";2294.09;"2025-04-24 02:30:44"
"TXNNPW4PIU5224045";"ACCPPUSBBAWWSV4";"MERLCW57HXSCDTG";2995.83;"2019-03-15 08:30:14"
"TXNK0DQE17WMT43GC";"ACC7A2AA7PJFML5";"MERRT3FH8YSH2EK";7348.58;"2025-08-27 20:37:20"
"TXNXACCRQ2FQJCGF2";"ACCX0YANG5C09OC";"MERVNTH9BD0AKBY";6151.24;"2024-04-19 04:52:52"
"TXNXD2KV46D8BZI7D";"ACCIHQ4RXOTHSIF";"MER33ZF0AL8O21N";6654.1;"2023-09-08 19:49:01"
"TXNMNSSXFBLCV5UCX";"ACCTJLKMB9B7QVC";"MER6AI8FMWKHE71";969.45;"2024-07-18 10:08:19"
"TXNS0NI4WJ69487L5";"ACCR7JH8XHC2C4Q";"MER5KY6749E24YZ";986.51;"2022-08-19 22:23:01"
"TXNZOY4LB3EE4EMGG";"ACCZSLFZUT374W0";"MERID2JMRHXE8OM";3763.34;"2023-02-08 12:59:16"
"TXNEETT5UVUN9PKJN";"ACC2FIXUAGDX3F5";"MERD2SV1G5259NN";2845.89;"2024-12-27 21:35:10"
"TXN29PGWXZ3LZIWKJ";"ACCEOD8TQOJ7OTE";"MERJRFIV1OE3I3N";1520.25;"2025-10-22 16:30:05"
"TXN66B3J8DPP98MKC";"ACCTLSW1G4MMQB9";"MERGOSNTYM2RMMC";8732.58;"2019-07-19 22:48:51"
"TXN2CD6O0AWMSECXI";"ACCOPP7ROHWIRL5";"MER7K6WHX529ATY";3669.08;"2020-12-19 23:47:40"
"TXNH1RY0NLH8K4VKQ";"ACC2MQW49XK6V52";"MERZNNS2X9COPEL";5696.52;"2019-09-14 21:44:20"
"TXNROBYQK6OL29PC4";"ACC5U24TF7KXZD9";"MERTJMN86X72DM5";2225.35;"2019-10-28 01:16:02"
"TXNEM4CR2UU4M9LWV";"ACCNNH7A57UCA91";"MER6K50F5KZUKAO";46.92;"2025-07-08 17:22:15"
"TXN4G9T2QAPT8SYC2";"ACC5TNF67T7MIYF";"MERALWJNNSLMYTD";9764.57;"2022-03-21 07:12:50"
"TXN50YQ3FPD8Y53WU";"ACC8K0SSZSYHN7D";"MER4QMIJ61FLVC2";6074.97;"2020-07-10 20:35:16"
"TXNJL81MAAZ3EMF98";"ACCP7NVY71L8M4A";"MERAUV1R5C7GLNM";8154.16;"2022-09-19 06:35:18"
"TXN0ZW49L8OOUO7HK";"ACCSYQN6I0FEL29";"MERKOF50PGHVVAG";6614.14;"2024-04-07 23:27:47"
"TXN0GW48SYWAJDETR";"ACCNFPE3JGW41RX";"MERD7EM5QG3SPRS";6868.28;"2022-04-25 16:09:55"
"TXNGEXUMODDHKJJFW";"ACCJ0VHT0X2YY8C";"MERD6H1G0ZVZQMZ";5803.02;"2019-01-27 06:30:17"
"TXND46KDZFSVWP3MV";"ACCQAMIE3HHCH4V";"MERV5LHTNNR3CCN";9560.53;"2024-12-22 23:32:57"
"TXNMCX7PU2AAI0M01";"ACCETDHRVKZQBC0";"MERJR9XG77D2F7R";5200.4;"2021-08-02 08:48:41"
"TXNQLXDYJZ8PD2PVK";"ACCYI2G1YJ6LAPT";"MERK76G68MVXJT5";785.32;"2021-09-07 00:44:00"
"TXN6ZYSLAGSRDCQ23";"ACCUMJIR735VFJR";"MERAHXGZQ8C5HG4";712.98;"2019-04-19 03:52:16"
"TXN0MDMFMOBWEC3OR";"ACCTYZB6IF0GP9B";"MERTNA9ZAD5PWQF";4884.61;"2025-11-18 06:18:12"
"TXNO2CVNJ3AUSAD4M";"ACC0G0LT7RN0N7D";"MERYO26U3RQOTXQ";2198.47;"2020-07-24 05:47:38"
"TXNILR4WCZH1L22VX";"ACC20UGPBHHIV2H";"MERZO91QATL7HBS";7926.58;"2022-03-19 04:15:00"
"TXNVE237ZACMOOJHF";"ACCCUF8RC5KMA92";"MERJ39FTTQ1LLTA";6804.65;"2023-11-13 06:07:37"
"TXNUB9255K6M9MY4F";"ACC2R80JCA4W3G3";"MERR5I1AUH6UEDB";8773.21;"2019-07-17 23:45:23"
"TXNZHYREHCISKZ0VC";"ACCOWN3A7RXJGHT";"MER3KNPRMZFJ3CM";5168.0;"2025-02-22 08:18:48"
"TXNEHSRG38YO4HZNX";"ACCKH1Q8FCAI093";"MER34E4M57XVFCT";2082.41;"2022-01-29 02:48:45"
"TXNMARW55QY9DEJ16";"ACC2C3I0WT0HXGS";"MERNMQCUL669XWW";5507.12;"2021-08-07 05:22:43"
"TXNDCXQOOSLBEQT1N";"ACC34H8IJDDIXM1";"MERCJDOKU7OLH2P";839.81;"2020-02-15 06:54:46"
"TXNSME57D755BSPHE";"ACCZCWWM5PMF10L";"MERIXH95AFB3W50";6008.01;"2025-12-29 21:37:44"
"TXNHNHQ3V7NSW7UP7";"ACCCV60EKUNSX1S";"MERHMCH6NOGT65I";2045.34;"2019-01-01 21:35:51"
"TXN2V2S31UTMUF24H";"ACCZ8T2DENW8QER";"MEROZV60YNKINEK";8274.33;"2019-11-19 17:58:12"
"TXNXLK4CHUDDS5FDL";"ACC10SPLKU51IP5";"MERB83UMPZ4T8MY";8104.85;"2025-12-29 12:08:02"
"TXN5NCC1LRGMX0VA7";"ACCNUT4KRVK9CQE";"MERO40VKI3FOSQ7";5130.38;"2019-08-11 22:02:40"
"TXNAA1VWYTV5ZGC3S";"ACCPK6EDH6EQ6MN";"MER590EPP53F47O";131.04;"2023-09-01 20:37:46"
"TXN54UDA8E9OEWX80";"ACCLV1A0ZLC64XD";"MER99LR3YAVU8AL";8186.99;"2025-06-05 06:40:41"
"TXNMRNFTZJ45MUG4G";"ACC5MC05MPNLFYH";"MERLUHDG3SG5YQJ";8203.26;"2019-05-27 05:58:07"
"TXNK3PAVNCM699B45";"ACCN84TXDDT6TPO";"MERRPDHJ00YGFM5";4976.15;"2020-09-27 01:02:17"
"TXNFFO720BSAREAMK";"ACCN6C41149YRYY";"MER5P4BRUGLB0SV";208.63;"2022-05-31 14:24:56"
"TXN43F40QGI1Q67KW";"ACCUYJFVO6BKN7W";"MEREDMXDDGWV8MW";8172.37;"2022-03-20 01:30:54"
"TXNFUH5XAN2CWKRIU";"ACC4GASBHO2TW7R";"MER7EKVJSG1CN3F";3529.66;"2022-05-22 05:52:38"
"TXN1HSPCWUHDDUUXK";"ACCZKDU8ZNVMGC8";"MER18V1LZPAAVN7";4689.26;"2022-03-30 11:32:51"
"TXNB9UJYXU5BMRO20";"ACCVVLWRECJ3KGF";"MERT2BJ0NY25NK5";752.37;"2020-12-05 13:10:37"
"TXNBNZRBN679NF0RY";"ACCM2UGH1FLCWZ1";"MERH62VIEC4EV07";1901.98;"2024-09-30 03:38:31"
"TXNX5624VUQ6RHAB6";"ACCZ0DITDQNNCLM";"MER0E076WEK19UZ";9065.61;"2023-06-18 18:45:14"
"TXN7N2JC85ZSIRBII";"ACCZSBXQMRGWJ8O";"MERJMGHI88SCO5K";8036.73;"2020-04-24 14:44:46"
"TXN3R3LGXWKPA2549";"ACCF5J2PGGM211V";"MERRZKVZDOBFPZP";1610.05;"2025-08-14 07:47:27"
"TXNG7L0F6F9PWIWVF";"ACC26LQ3Z0L2WVB";"MER347LDQUDHEDL";3307.96;"2021-02-27 14:01:38"
"TXNG9MUQWQLM3A53J";"ACCQFMKA51H0GTL";"MERPFX51CVQ8TPV";2153.23;"2021-09-10 14:12:04"
"TXNRCLX1131YPDLGT";"ACCKX6OEDVBB5G2";"MERAT6I24QODG4N";2740.73;"2025-03-19 23:03:43"
"TXN7H3QEE80AUD67C";"ACC75ZE5QIGDGFE";"MERTQXX2KZM1DG3";8617.35;"2023-06-29 15:38:39"
"TXNCI6WBM9EEOKLHS";"ACCLDMVLS9SGAKR";"MERNA2XHN6LZDBM";3965.17;"2019-02-20 15:53:29"
"TXNODA2QB9S4C706F";"ACCOVU7VLP46QQP";"MERZ0Q381PA4EXW";1442.33;"2019-06-23 11:59:23"
"TXNAL8LTT2CWH5UQE";"ACCAN78XRZ6QW78";"MERZU5NP5SH9KPZ";6446.73;"2023-03-25 10:29:50"
"TXNLU1U9G947OFKDA";"ACCBSA1MUMEYZVG";"MER05G0PF428743";7238.16;"2019-02-26 06:21:29"
"TXNPYYAQOOPKCKGES";"ACCV4P9VOCI18J0";"MERKM5M3D6PJRUX";4250.21;"2024-07-23 19:15:18"
"TXNYOMA65E2PTGODH";"ACCPVPH3NVIXM9N";"MER01CHVDX69Q9F";7124.18;"2021-11-09 03:44:21"
"TXNL3B1ST0KWHZCRY";"ACCWXPHE81YYRN9";"MEREVE1TL3JP8H4";1359.76;"2024-12-19 20:55:56"
"TXN7ZX7C8CUW95JLR";"ACCYDWHU0866DTR";"MERN8WI2N4ICP6A";2004.69;"2020-11-10 02:50:04"
"TXNNVGK6QYTIKAOW8";"ACCBBYVURK10YOU";"MER958F2EIL1CIQ";1391.91;"2023-04-13 00:42:58"
"TXN1ANTAVA0OKY7JR";"ACCCRP4OUEOAX3U";"MERMQG7Z3NKXY67";1458.4;"2025-11-06 23:15:08"
"TXNV42HTTKK3AP9DD";"ACCDX4QL31IFMTZ";"MERQXBL5L6D1TRX";2163.14;"2020-02-23 01:00:45"
"TXNUQYXR5DI0VOYH4";"ACCZX2LWGA1BJFE";"MER06YSKVCO19E6";5317.79;"2019-07-13 18:43:40"
"TXNDRXUT2RX40O2NG";"ACCS9RZ09P39VCG";"MEREI6I3NDTZITU";8705.39;"2021-12-14 13:28:28"
"TXNIQLPRALLB966WL";"ACCZ34ZVRFQ727M";"MERQ71RZTLGR2ID";4967.59;"2020-12-09 16:49:49"
"TXN10691RVZ7IX3Q6";"ACC9ZVEMOJU1IRO";"MER6L6QDEXLQYR1";8478.0;"2024-04-22 21:15:13"
"TXNDFBBWKIALJ9C8N";"ACCPCE2LFH6MR26";"MER7414EUKUY97Z";3678.65;"2020-06-25 14:32:24"
"TXNYSDNF7D4HXAL7S";"ACC8RD6N6WQZ7GO";"MER12U2WRJS9C8U";9281.94;"2023-12-11 01:52:48"
"TXNOX4SW12VRL6NNY";"ACCQDGKHWFH8XE3";"MERBKKA10E9DXA6";6092.0;"2021-11-09 22:47:55"
"TXNZFGN1OYG2WO0SQ";"ACCI6ZYDZ809NPU";"MER3JQK5QA01VLI";3311.95;"2022-08-21 11:56:40"
"TXNOTAPOH0NLST24X";"ACCEP1M0L7PFLEG";"MERLQXRPZ8BWTRW";2607.58;"2020-04-02 10:39:02"
"TXN1AMUNQI1D3J2OY";"ACC5MKF424KMZWY";"MER4AWRIG4V8AY4";6588.36;"2022-08-26 17:47:36"
"TXNOGM04KL5KXZ1RY";"ACCQHB3ZJQE8IUL";"MER8LX440T0FT4I";3679.13;"2022-06-13 23:18:20"
"TXNL22D04VH21CJQU";"ACCCKCT1MM4C4RC";"MERIDQH3AM0WO7H";8559.66;"2022-09-02 06:08:56"
"TXNHIB6JQ69G6OFXH";"ACCALOBLSVRYSZL";"MERNG6CKFY12DMV";9921.54;"2021-07-14 05:26:06"
"TXN63O9HOCFX5CRB8";"ACC9A8HI8XIIYE5";"MERXSDRW03N5WE4";9959.57;"2020-12-28 04:24:16"
"TXNKDOOH6T85UFLS6";"ACCXXRCFTQN8GJQ";"MERULR9RF8SJ1IN";8195.58;"2022-10-10 15:15:43"
"TXNE1J9NY2NTJDZ18";"ACCWA81QL2FIF7J";"MER0W096FZNYRUX";3276.31;"2021-03-12 13:17:36"
"TXNL1AG3Z4BZBIU51";"ACCIRJIDBS4VYUL";"MER2I9UUZZLX29F";1318.73;"2022-08-07 02:00:54"
